dataset,grain,planning_unit,transfer_regime,strategy,WAPE,intermittency,total_holding_cost,total_shortage_cost,total_order_change_cost,total_expedite_cost,total_switching_cost,total_dynamic_cost,fill_rate,average_on_hand_inventory,ending_backlog,total_lost_sales,execution_violation_units,planning_execution_gap_rate,plan_volatility,switch_count,constraint_activated,rate_limit_binding,switch_budget_binding,path_agreement,executed_plan_agreement,n_binding_units,n_total_units,activation_rate,mean_effect_when_binding,unrounded_cost_difference,structural_equivalence,tie_flag
M5,item_store,FOODS_2_197__CA_3,strict_frozen,accuracy_first,0.3712383453834791,low,109.34132872670048,1130.546437249526,2.9211713375544948,0.0,0.0,1242.808937313781,0.4683483646611343,3.905047454525016,8.90747606805239,0.0,288.0678260434501,0.6428571428571429,58.42342675108989,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_197__CA_3,strict_frozen,accuracy_rate_limited,0.3712383453834791,low,109.34132872670048,1130.546437249526,2.9211713375544948,0.0,0.0,1242.808937313781,0.4683483646611343,3.905047454525016,8.90747606805239,0.0,284.7014078089174,0.6428571428571429,58.42342675108989,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_197__CA_3,strict_frozen,simple_ensemble,0.3412196061181105,low,124.1226116627988,825.4731837387828,3.6043023342122114,0.0,0.0,953.200097735794,0.5703043503250398,4.432950416528529,6.758621627441073,0.0,234.0208996495172,0.6428571428571429,72.08604668424421,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_197__CA_3,strict_frozen,simple_ensemble_rate_limited,0.3412196061181105,low,124.1226116627988,825.4731837387828,3.6043023342122114,0.0,0.0,953.200097735794,0.5703043503250398,4.432950416528529,6.758621627441073,0.0,232.9615485757641,0.6428571428571429,72.08604668424421,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_197__CA_3,strict_frozen,best_single_model_rate_limited,0.3712383453834791,low,109.34132872670048,1130.546437249526,2.9211713375544948,0.0,0.0,1242.808937313781,0.4683483646611343,3.905047454525016,8.90747606805239,0.0,284.7014078089174,0.6428571428571429,58.42342675108989,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_197__CA_3,strict_frozen,operationally_weighted_ensemble,0.3412196061181105,low,124.1226116627988,825.4731837387828,3.6043023342122114,0.0,0.0,953.200097735794,0.5703043503250398,4.432950416528529,6.758621627441073,0.0,234.0208996495172,0.6428571428571429,72.08604668424421,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,accuracy_first,0.2916156150605516,low,69.47349018915469,594.9229771319813,2.555303844489243,0.0,0.0,666.9517711656252,0.5731206200577134,2.481196078184096,0.0,0.0,152.14694888239654,0.5714285714285714,51.10607688978486,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,accuracy_rate_limited,0.2916156150605516,low,69.47349018915469,594.9229771319813,2.555303844489243,0.0,0.0,666.9517711656252,0.5731206200577134,2.481196078184096,0.0,0.0,152.14694888239654,0.5714285714285714,51.10607688978486,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,simple_ensemble,0.2630402736630758,low,109.95390157292736,564.3302818374367,2.8954198764548127,0.0,0.0,677.1796032868189,0.6259045955256588,3.9269250561759774,0.0,0.0,141.15673646053386,0.5357142857142857,57.90839752909625,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,simple_ensemble_rate_limited,0.2630402736630758,low,109.95390157292736,564.3302818374367,2.8954198764548127,0.0,0.0,677.1796032868189,0.6259045955256588,3.9269250561759774,0.0,0.0,137.86137772542443,0.5357142857142857,57.90839752909625,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,best_single_model_rate_limited,0.2916156150605516,low,69.47349018915469,594.9229771319813,2.555303844489243,0.0,0.0,666.9517711656252,0.5731206200577134,2.481196078184096,0.0,0.0,152.14694888239654,0.5714285714285714,51.10607688978486,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_276__CA_3,strict_frozen,operationally_weighted_ensemble,0.2630402736630758,low,109.95390157292736,564.3302818374367,2.8954198764548127,0.0,0.0,677.1796032868189,0.6259045955256588,3.9269250561759774,0.0,0.0,141.15673646053386,0.5357142857142857,57.90839752909625,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_360__CA_3,strict_frozen,accuracy_first,0.3750907781100133,low,102.89007569254608,6409.496175799115,1.4465881625991557,0.0,0.0,6513.83283965426,0.2573161145682243,3.674645560448074,89.4387602600075,0.0,1534.9403569497244,0.8928571428571429,28.93176325198311,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_360__CA_3,strict_frozen,accuracy_rate_limited,0.3750907781100133,low,102.89007569254608,6409.496175799115,1.4465881625991557,0.0,0.0,6513.83283965426,0.2573161145682243,3.674645560448074,89.4387602600075,0.0,1529.6140747948434,0.8928571428571429,28.93176325198311,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
M5,item_store,FOODS_2_360__CA_3,strict_frozen,simple_ensemble,0.372398509097142,low,99.20761370466212,6573.153456221345,1.5098214285714284,0.0,0.0,6673.870891354579,0.2424480335951842,3.54312906088079,90.82187011621048,0.0,1552.2903118225734,0.9285714285714286,30.19642857142857,0.0,True,True,False,True,True,61,100,0.61,1.1385239465576762,0.0,True,True
