planning_unit,regime,beam_width,rounding_multiplier,baseline_cost,approximate_dp_cost,relative_cost_change_pct
FOODS_3_090__CA_3,tight_capacity,96,0.2,27382.460731012274,35507.554548302345,29.672621088023387
FOODS_3_090__CA_3,tight_capacity,192,0.05,27382.460731012274,35507.554548302345,29.672621088023387
FOODS_3_090__CA_3,tight_capacity,192,0.1,27382.460731012274,31361.49654295423,14.531330295803043
FOODS_3_090__CA_3,tight_capacity,192,0.2,27382.460731012274,35507.554548302345,29.672621088023387
FOODS_3_090__CA_4,long_lead,48,0.05,5570.4152959725625,5244.173394113974,-5.856689035276477
FOODS_3_090__CA_4,long_lead,48,0.1,5570.4152959725625,5244.173394113974,-5.856689035276477
FOODS_3_090__CA_4,long_lead,48,0.2,5570.4152959725625,5244.173394113974,-5.856689035276477
FOODS_3_090__CA_4,long_lead,96,0.05,5570.4152959725625,1742.7010899121428,-68.71505987763382
FOODS_3_090__CA_4,long_lead,96,0.1,5570.4152959725625,1742.7010899121428,-68.71505987763382
FOODS_3_090__CA_4,long_lead,96,0.2,5570.4152959725625,1742.7010899121428,-68.71505987763382
FOODS_3_090__CA_4,long_lead,192,0.05,5570.4152959725625,1733.021650701909,-68.88882500457565
FOODS_3_090__CA_4,long_lead,192,0.1,5570.4152959725625,1733.021650701909,-68.88882500457565
FOODS_3_090__CA_4,long_lead,192,0.2,5570.4152959725625,1733.021650701909,-68.88882500457565
FOODS_3_090__CA_4,tight_capacity,48,0.05,5316.378512283001,6885.199942972449,29.50921246605807
FOODS_3_090__CA_4,tight_capacity,48,0.1,5316.378512283001,6885.199942972449,29.50921246605807
FOODS_3_090__CA_4,tight_capacity,48,0.2,5316.378512283001,4820.039303497447,-9.336039705201738
FOODS_3_090__CA_4,tight_capacity,96,0.05,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__CA_4,tight_capacity,96,0.1,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__CA_4,tight_capacity,96,0.2,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__CA_4,tight_capacity,192,0.05,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__CA_4,tight_capacity,192,0.1,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__CA_4,tight_capacity,192,0.2,5316.378512283001,4719.825062569206,-11.22104922242676
FOODS_3_090__TX_1,long_lead,48,0.05,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,48,0.1,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,48,0.2,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,96,0.05,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,96,0.1,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,96,0.2,5929.632370380258,2587.173074047724,-56.36874408991711
FOODS_3_090__TX_1,long_lead,192,0.05,5929.632370380258,4583.2907219349,-22.705313995022923
FOODS_3_090__TX_1,long_lead,192,0.1,5929.632370380258,4577.21007342657,-22.80786079942018
FOODS_3_090__TX_1,long_lead,192,0.2,5929.632370380258,4597.965449622339,-22.45783275553255
FOODS_3_090__TX_1,tight_capacity,48,0.05,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,48,0.1,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,48,0.2,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,96,0.05,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,96,0.1,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,96,0.2,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,192,0.05,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,192,0.1,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_1,tight_capacity,192,0.2,11848.657577256317,16267.641688792784,37.29523013660869
FOODS_3_090__TX_2,long_lead,48,0.05,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,48,0.1,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,48,0.2,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,96,0.05,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,96,0.1,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,96,0.2,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,192,0.05,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,192,0.1,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,long_lead,192,0.2,9357.854293267594,4897.194041897671,-47.66755403083265
FOODS_3_090__TX_2,tight_capacity,48,0.05,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,48,0.1,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,48,0.2,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,96,0.05,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,96,0.1,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,96,0.2,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,192,0.05,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,192,0.1,18210.36683680658,21678.730991907083,19.04609712798473
FOODS_3_090__TX_2,tight_capacity,192,0.2,18210.36683680658,21678.230991907083,19.04335143919943
FOODS_3_090__TX_3,long_lead,48,0.05,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,48,0.1,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,48,0.2,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,96,0.05,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,96,0.1,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,96,0.2,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,192,0.05,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,192,0.1,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,long_lead,192,0.2,10800.597821432075,8396.464183345692,-22.259264513263894
FOODS_3_090__TX_3,tight_capacity,48,0.05,15385.55879717463,20755.635513002035,34.903358315549475
FOODS_3_090__TX_3,tight_capacity,48,0.1,15385.55879717463,20755.635513002035,34.903358315549475
FOODS_3_090__TX_3,tight_capacity,48,0.2,15385.55879717463,20754.635513002035,34.89685871411684
FOODS_3_090__TX_3,tight_capacity,96,0.05,15385.55879717463,20755.135513002035,34.90010851483316
FOODS_3_090__TX_3,tight_capacity,96,0.1,15385.55879717463,20755.135513002035,34.90010851483316
FOODS_3_090__TX_3,tight_capacity,96,0.2,15385.55879717463,20755.635513002035,34.903358315549475
FOODS_3_090__TX_3,tight_capacity,192,0.05,15385.55879717463,20755.135513002035,34.90010851483316
FOODS_3_090__TX_3,tight_capacity,192,0.1,15385.55879717463,20755.135513002035,34.90010851483316
FOODS_3_090__TX_3,tight_capacity,192,0.2,15385.55879717463,20756.135513002035,34.906608116265794
FOODS_3_090__WI_3,long_lead,48,0.05,15038.997291065942,9016.697517597528,-40.04455654131953
FOODS_3_090__WI_3,long_lead,48,0.1,15038.997291065942,9016.697517597528,-40.04455654131953
FOODS_3_090__WI_3,long_lead,48,0.2,15038.997291065942,9016.697517597528,-40.04455654131953
FOODS_3_090__WI_3,long_lead,96,0.05,15038.997291065942,9016.697517597528,-40.04455654131953
FOODS_3_090__WI_3,long_lead,96,0.1,15038.997291065942,11411.253569802135,-24.122244662008832
FOODS_3_090__WI_3,long_lead,96,0.2,15038.997291065942,11411.149674410104,-24.12293550189676
FOODS_3_090__WI_3,long_lead,192,0.05,15038.997291065942,11411.149674410104,-24.12293550189676
FOODS_3_090__WI_3,long_lead,192,0.1,15038.997291065942,11411.253569802135,-24.122244662008832
FOODS_3_090__WI_3,long_lead,192,0.2,15038.997291065942,11411.253569802135,-24.122244662008832
FOODS_3_090__WI_3,tight_capacity,48,0.05,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,48,0.1,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,48,0.2,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,96,0.05,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,96,0.1,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,96,0.2,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,192,0.05,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,192,0.1,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_090__WI_3,tight_capacity,192,0.2,21720.257038820968,24246.566298307574,11.631120455762991
FOODS_3_099__TX_2,long_lead,48,0.05,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,48,0.1,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,48,0.2,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,96,0.05,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,96,0.1,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,96,0.2,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,192,0.05,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,192,0.1,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,long_lead,192,0.2,1861.1224472463766,1223.425297244648,-34.26411577299674
FOODS_3_099__TX_2,tight_capacity,48,0.05,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,48,0.1,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,48,0.2,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,96,0.05,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,96,0.1,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,96,0.2,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,192,0.05,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,192,0.1,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_099__TX_2,tight_capacity,192,0.2,2909.197709938186,3010.9950969423508,3.4991567144581457
FOODS_3_120__CA_1,long_lead,48,0.05,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,48,0.1,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,48,0.2,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,96,0.05,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,96,0.1,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,96,0.2,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,192,0.05,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,192,0.1,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,long_lead,192,0.2,18546.60251116071,21018.474273187378,13.327895287232156
FOODS_3_120__CA_1,tight_capacity,48,0.05,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,48,0.1,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,48,0.2,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,96,0.05,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,96,0.1,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,96,0.2,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,192,0.05,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,192,0.1,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_1,tight_capacity,192,0.2,33459.629017857136,33541.016776785706,0.24324166560583618
FOODS_3_120__CA_3,long_lead,48,0.05,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,48,0.1,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,48,0.2,41042.16875,42159.1823748474,2.7216242680825706
FOODS_3_120__CA_3,long_lead,96,0.05,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,96,0.1,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,96,0.2,41042.16875,42159.1823748474,2.7216242680825706
FOODS_3_120__CA_3,long_lead,192,0.05,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,192,0.1,41042.16875,42158.1823748474,2.7191877496663746
FOODS_3_120__CA_3,long_lead,192,0.2,41042.16875,42159.1823748474,2.7216242680825706
FOODS_3_120__CA_3,tight_capacity,48,0.05,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,48,0.1,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,48,0.2,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,96,0.05,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,96,0.1,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,96,0.2,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,192,0.05,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,192,0.1,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__CA_3,tight_capacity,192,0.2,63875.22232142858,63878.22232142858,0.00469665684277951
FOODS_3_120__WI_3,long_lead,48,0.05,22859.126785714292,25534.423724705277,11.703408288819237
FOODS_3_120__WI_3,long_lead,48,0.1,22859.126785714292,25534.423724705277,11.703408288819237
FOODS_3_120__WI_3,long_lead,48,0.2,22859.126785714292,25534.423724705277,11.703408288819237
FOODS_3_120__WI_3,long_lead,96,0.05,22859.126785714292,25534.423724705277,11.703408288819237
FOODS_3_120__WI_3,long_lead,96,0.1,22859.126785714292,25533.923724705277,11.701220978670923
FOODS_3_120__WI_3,long_lead,96,0.2,22859.126785714292,25533.923724705277,11.701220978670923
FOODS_3_120__WI_3,long_lead,192,0.05,22859.126785714292,25533.923724705277,11.701220978670923
FOODS_3_120__WI_3,long_lead,192,0.1,22859.126785714292,25533.923724705277,11.701220978670923
FOODS_3_120__WI_3,long_lead,192,0.2,22859.126785714292,25533.923724705277,11.701220978670923
FOODS_3_120__WI_3,tight_capacity,48,0.05,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,48,0.1,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,48,0.2,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,96,0.05,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,96,0.1,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,96,0.2,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,192,0.05,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,192,0.1,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_120__WI_3,tight_capacity,192,0.2,30394.202335593967,31234.628503303586,2.7650870992768715
FOODS_3_202__CA_3,long_lead,48,0.05,11901.105733292045,11191.174335312806,-5.965255782857916
FOODS_3_202__CA_3,long_lead,48,0.1,11901.105733292045,11190.674335312806,-5.969457073151483
FOODS_3_202__CA_3,long_lead,48,0.2,11901.105733292045,11191.174335312806,-5.965255782857916
FOODS_3_202__CA_3,long_lead,96,0.05,11901.105733292045,11190.174335312806,-5.973658363445051
FOODS_3_202__CA_3,long_lead,96,0.1,11901.105733292045,11190.674335312806,-5.969457073151483
FOODS_3_202__CA_3,long_lead,96,0.2,11901.105733292045,11190.174335312806,-5.973658363445051
FOODS_3_202__CA_3,long_lead,192,0.05,11901.105733292045,11190.174335312806,-5.973658363445051
FOODS_3_202__CA_3,long_lead,192,0.1,11901.105733292045,11190.174335312806,-5.973658363445051
FOODS_3_202__CA_3,long_lead,192,0.2,11901.105733292045,11190.174335312806,-5.973658363445051
FOODS_3_202__CA_3,tight_capacity,48,0.05,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,48,0.1,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,48,0.2,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,96,0.05,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,96,0.1,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,96,0.2,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,192,0.05,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,192,0.1,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__CA_3,tight_capacity,192,0.2,15828.854343621308,14195.555566386716,-10.318490155876482
FOODS_3_202__TX_1,long_lead,48,0.05,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,48,0.1,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,48,0.2,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,96,0.05,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,96,0.1,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,96,0.2,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,192,0.05,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,192,0.1,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,long_lead,192,0.2,12679.981352887831,4092.0873322131656,-67.72797042575144
FOODS_3_202__TX_1,tight_capacity,48,0.05,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,48,0.1,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,48,0.2,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,96,0.05,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,96,0.1,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,96,0.2,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,192,0.05,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,192,0.1,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_1,tight_capacity,192,0.2,9901.347231689942,11014.188485108334,11.239291253786826
FOODS_3_202__TX_2,long_lead,48,0.05,4529.549296501031,4060.203540862306,-10.361864391260367
FOODS_3_202__TX_2,long_lead,48,0.1,4529.549296501031,4060.203540862306,-10.361864391260367
FOODS_3_202__TX_2,long_lead,48,0.2,4529.549296501031,4060.203540862306,-10.361864391260367
FOODS_3_202__TX_2,long_lead,96,0.05,4529.549296501031,4060.203540862306,-10.361864391260367
FOODS_3_202__TX_2,long_lead,96,0.1,4529.549296501031,4060.0954310825914,-10.364251158080592
FOODS_3_202__TX_2,long_lead,96,0.2,4529.549296501031,4060.203540862306,-10.361864391260367
FOODS_3_202__TX_2,long_lead,192,0.05,4529.549296501031,4060.60011204362,-10.35310918946534
FOODS_3_202__TX_2,long_lead,192,0.1,4529.549296501031,4060.60011204362,-10.35310918946534
FOODS_3_202__TX_2,long_lead,192,0.2,4529.549296501031,4060.60011204362,-10.35310918946534
FOODS_3_202__TX_2,tight_capacity,48,0.05,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,48,0.1,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,48,0.2,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,96,0.05,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,96,0.1,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,96,0.2,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,192,0.05,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,192,0.1,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_2,tight_capacity,192,0.2,5106.750984013881,7758.958629802426,51.93532353723508
FOODS_3_202__TX_3,long_lead,48,0.05,4375.87633644331,2074.858969299597,-52.584149784588476
FOODS_3_202__TX_3,long_lead,48,0.1,4375.87633644331,2074.858969299597,-52.584149784588476
FOODS_3_202__TX_3,long_lead,48,0.2,4375.87633644331,2074.358969299597,-52.595576067270095
FOODS_3_202__TX_3,long_lead,96,0.05,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,long_lead,96,0.1,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,long_lead,96,0.2,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,long_lead,192,0.05,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,long_lead,192,0.1,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,long_lead,192,0.2,4375.87633644331,1915.866994211634,-56.217524287515836
FOODS_3_202__TX_3,tight_capacity,48,0.05,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,48,0.1,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,48,0.2,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,96,0.05,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,96,0.1,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,96,0.2,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,192,0.05,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,192,0.1,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_202__TX_3,tight_capacity,192,0.2,5791.827128348211,9147.273011679543,57.934151157724244
FOODS_3_226__WI_1,long_lead,48,0.05,10586.665365663175,2569.069779833436,-75.73296509242688
FOODS_3_226__WI_1,long_lead,48,0.1,10586.665365663175,2569.069779833436,-75.73296509242688
FOODS_3_226__WI_1,long_lead,48,0.2,10586.665365663175,2569.069779833436,-75.73296509242688
FOODS_3_226__WI_1,long_lead,96,0.05,10586.665365663175,2945.0246771996012,-72.18175340885428
FOODS_3_226__WI_1,long_lead,96,0.1,10586.665365663175,2945.0246771996012,-72.18175340885428
FOODS_3_226__WI_1,long_lead,96,0.2,10586.665365663175,2623.459320762831,-75.21920991975654
FOODS_3_226__WI_1,long_lead,192,0.05,10586.665365663175,2934.6164636199774,-72.28006778094525
FOODS_3_226__WI_1,long_lead,192,0.1,10586.665365663175,2934.6164636199774,-72.28006778094525
FOODS_3_226__WI_1,long_lead,192,0.2,10586.665365663175,2930.7628921914043,-72.31646801931561
FOODS_3_226__WI_1,tight_capacity,48,0.05,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,48,0.1,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,48,0.2,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,96,0.05,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,96,0.1,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,96,0.2,7521.071428713395,9741.167933225877,29.51835420731095
FOODS_3_226__WI_1,tight_capacity,192,0.05,7521.071428713395,8916.545276835335,18.554189537336427
FOODS_3_226__WI_1,tight_capacity,192,0.1,7521.071428713395,8917.045276835335,18.560837526319634
FOODS_3_226__WI_1,tight_capacity,192,0.2,7521.071428713395,8916.545276835335,18.554189537336427
FOODS_3_226__WI_2,long_lead,48,0.05,10567.83142973542,4759.554158574408,-54.9618652585418
FOODS_3_226__WI_2,long_lead,48,0.1,10567.83142973542,4759.554158574408,-54.9618652585418
FOODS_3_226__WI_2,long_lead,48,0.2,10567.83142973542,4752.500587145838,-55.02861094307953
FOODS_3_226__WI_2,long_lead,96,0.05,10567.83142973542,4756.719481781242,-54.98868889603084
FOODS_3_226__WI_2,long_lead,96,0.1,10567.83142973542,4818.686301431552,-54.402316752774
FOODS_3_226__WI_2,long_lead,96,0.2,10567.83142973542,4818.686301431552,-54.402316752774
FOODS_3_226__WI_2,long_lead,192,0.05,10567.83142973542,4796.625160629801,-54.61107425376588
FOODS_3_226__WI_2,long_lead,192,0.1,10567.83142973542,4811.6398728601225,-54.468994846745126
FOODS_3_226__WI_2,long_lead,192,0.2,10567.83142973542,4773.248053209813,-54.83228432487102
FOODS_3_226__WI_2,tight_capacity,48,0.05,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,48,0.1,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,48,0.2,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,96,0.05,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,96,0.1,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,96,0.2,16760.932534394327,16760.447929423513,-0.002891276901327098
FOODS_3_226__WI_2,tight_capacity,192,0.05,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,192,0.1,16760.932534394327,16760.947929423513,9.185067211771707e-05
FOODS_3_226__WI_2,tight_capacity,192,0.2,16760.932534394327,16760.447929423513,-0.002891276901327098
