planning_unit,regime,beam_width,rounding_multiplier,baseline_cost,approximate_dp_cost,relative_cost_change_pct
FOODS_2_197__CA_1,long_lead,96,0.05,11814.3472108999,8329.919333378795,-29.493190062218385
FOODS_2_197__CA_1,long_lead,96,0.1,11814.3472108999,8329.919333378795,-29.493190062218385
FOODS_2_197__CA_1,long_lead,96,0.2,11814.3472108999,8329.919333378795,-29.493190062218385
FOODS_2_197__CA_1,long_lead,192,0.05,11814.3472108999,7983.184258783845,-32.42805449785181
FOODS_2_197__CA_1,long_lead,192,0.1,11814.3472108999,7983.184258783845,-32.42805449785181
FOODS_2_197__CA_1,long_lead,192,0.2,11814.3472108999,7983.184258783845,-32.42805449785181
FOODS_2_197__CA_1,tight_capacity,48,0.05,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,48,0.1,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,48,0.2,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,96,0.05,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,96,0.1,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,96,0.2,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,192,0.05,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,192,0.1,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_1,tight_capacity,192,0.2,14461.664782652906,12248.698214285709,-15.302294733187987
FOODS_2_197__CA_3,long_lead,48,0.05,2563.416569864527,632.4517021541551,-75.3277828664586
FOODS_2_197__CA_3,long_lead,48,0.1,2563.416569864527,637.0450703894769,-75.1485935653781
FOODS_2_197__CA_3,long_lead,48,0.2,2563.416569864527,632.4517021541551,-75.3277828664586
FOODS_2_197__CA_3,long_lead,96,0.05,2563.416569864527,632.4517021541551,-75.3277828664586
FOODS_2_197__CA_3,long_lead,96,0.1,2563.416569864527,632.4517021541551,-75.3277828664586
FOODS_2_197__CA_3,long_lead,96,0.2,2563.416569864527,632.4517021541551,-75.3277828664586
FOODS_2_197__CA_3,long_lead,192,0.05,2563.416569864527,632.4517021541551,-75.3277828664586
