dataset,unit_id,mechanism,level,strength,simple_reference_cost,approximate_dp_cost,paired_difference,percentage_difference,execution_path_difference,adverse_unit
Walmart,store_042__dept_092,switching_cost,high,0.2,735581.3305601993,537773.0072309725,-197808.3233292268,-26.891427923895407,True,False
Walmart,store_043__dept_092,lead_time,low,0.0,414404.2001282728,241580.19609272564,-172824.00403554717,-41.704211487733964,True,False
Walmart,store_043__dept_092,lead_time,medium,2.0,721820.5577890803,416824.24829579314,-304996.3094932872,-42.25375769671673,True,False
Walmart,store_043__dept_092,lead_time,high,7.0,2813138.758839262,2290348.6061961935,-522790.1526430687,-18.58387365359748,True,False
Walmart,store_043__dept_092,switching_cost,low,0.0,721820.5577890803,416823.7982957931,-304996.7594932872,-42.2538200390808,True,False
Walmart,store_043__dept_092,switching_cost,medium,0.05,721820.5577890803,416824.24829579314,-304996.3094932872,-42.25375769671673,True,False
Walmart,store_043__dept_092,switching_cost,high,0.2,721820.5577890803,416825.5982957931,-304994.9594932872,-42.25357066962456,True,False
Walmart,store_044__dept_012,lead_time,low,0.0,936.682635334508,920.1290125160306,-16.55362281847738,-1.7672605633994434,True,False
Walmart,store_044__dept_012,lead_time,medium,2.0,1278.486031207209,1126.9966371776154,-151.48939402959354,-11.849123911549494,True,False
Walmart,store_044__dept_012,lead_time,high,7.0,3674.8296959568233,3574.9614092477145,-99.86828670910882,-2.717630338597389,True,False
Walmart,store_044__dept_012,switching_cost,low,0.0,1278.486031207209,1126.8466371776153,-151.63939402959363,-11.86085653876158,True,False
Walmart,store_044__dept_012,switching_cost,medium,0.05,1278.486031207209,1126.9966371776154,-151.48939402959354,-11.849123911549494,True,False
Walmart,store_044__dept_012,switching_cost,high,0.2,1278.486031207209,1127.4466371776152,-151.03939402959372,-11.813926029913283,True,False
Walmart,store_044__dept_080,lead_time,low,0.0,12030.294933994586,11495.945320255709,-534.3496137388775,-4.441700030386952,True,False
Walmart,store_044__dept_080,lead_time,medium,2.0,44514.77828100385,46023.097023481394,1508.318742477546,3.3883550603265684,True,True
Walmart,store_044__dept_080,lead_time,high,7.0,191914.37115739382,171497.49584692635,-20416.87531046747,-10.638533835344239,True,False
Walmart,store_044__dept_080,switching_cost,low,0.0,44514.77828100385,46022.7970234814,1508.0187424775504,3.387681126833961,True,True
Walmart,store_044__dept_080,switching_cost,medium,0.05,44514.77828100385,46023.097023481394,1508.318742477546,3.3883550603265684,True,True
Walmart,store_044__dept_080,switching_cost,high,0.2,44514.77828100385,46023.997023481395,1509.2187424775475,3.390376860804423,True,True
