dataset,unit_id,mechanism,level,strength,simple_reference_cost,approximate_dp_cost,paired_difference,percentage_difference,execution_path_difference,adverse_unit
M5,FOODS_1_218__TX_2,lead_time,low,0.0,2009.6914173343378,3377.077402570499,1367.3859852361613,68.03959918632022,True,True
M5,FOODS_1_218__TX_2,lead_time,medium,2.0,2740.2899604716254,2540.884595004968,-199.40536546665726,-7.276798015650067,True,False
M5,FOODS_1_218__TX_2,lead_time,high,7.0,2935.236830357142,2507.5931919642853,-427.6436383928567,-14.569306093805846,True,False
M5,FOODS_1_218__TX_2,switching_cost,low,0.0,2740.2899604716254,2540.784595004968,-199.50536546665717,-7.280447264504838,True,False
M5,FOODS_1_218__TX_2,switching_cost,medium,0.05,2740.2899604716254,2540.884595004968,-199.40536546665726,-7.276798015650067,True,False
M5,FOODS_1_218__TX_2,switching_cost,high,0.2,2740.2899604716254,2541.1845950049683,-199.10536546665708,-7.26585026908574,True,False
M5,FOODS_2_197__CA_1,lead_time,low,0.0,5566.857786796796,4725.090207240427,-841.7675795563691,-15.121054134934662,True,False
M5,FOODS_2_197__CA_1,lead_time,medium,2.0,7725.989909730557,5953.969679787299,-1772.0202299432576,-22.93583412154698,True,False
M5,FOODS_2_197__CA_1,lead_time,high,7.0,11814.3472108999,8324.969333378796,-3489.377877521103,-29.535088272179845,True,False
M5,FOODS_2_197__CA_1,switching_cost,low,0.0,7725.989909730557,5953.819679787299,-1772.1702299432582,-22.937775620329052,True,False
M5,FOODS_2_197__CA_1,switching_cost,medium,0.05,7725.989909730557,5953.969679787299,-1772.0202299432576,-22.93583412154698,True,False
M5,FOODS_2_197__CA_1,switching_cost,high,0.2,7725.989909730557,5953.307293037251,-1772.682616693306,-22.94440760867015,True,False
M5,FOODS_2_197__CA_3,lead_time,low,0.0,383.5126067869999,332.3008990853689,-51.21170770163104,-13.3533309714832,True,False
M5,FOODS_2_197__CA_3,lead_time,medium,2.0,1473.156435044235,354.919051829753,-1118.237383214482,-75.90757889747834,True,False
M5,FOODS_2_197__CA_3,lead_time,high,7.0,2563.416569864527,637.7640845980227,-1925.6524852665043,-75.12054450706279,True,False
M5,FOODS_2_197__CA_3,switching_cost,low,0.0,1473.156435044235,358.1673244148908,-1114.9891106293442,-75.68708143313131,True,False
M5,FOODS_2_197__CA_3,switching_cost,medium,0.05,1473.156435044235,354.919051829753,-1118.237383214482,-75.90757889747834,True,False
M5,FOODS_2_197__CA_3,switching_cost,high,0.2,1473.156435044235,354.919051829753,-1118.237383214482,-75.90757889747834,True,False
M5,FOODS_2_276__CA_3,lead_time,low,0.0,324.63419594008695,393.2930821986708,68.65888625858383,21.149616127086997,True,True
M5,FOODS_2_276__CA_3,lead_time,medium,2.0,623.9930533972436,424.54023237797156,-199.452821019272,-31.963948946767722,True,False
M5,FOODS_2_276__CA_3,lead_time,high,7.0,1732.5539578446294,698.9805775900804,-1033.573380254549,-59.656057208189814,True,False
M5,FOODS_2_276__CA_3,switching_cost,low,0.0,623.9930533972436,420.69558952082866,-203.2974638764149,-32.58008446882383,True,False
M5,FOODS_2_276__CA_3,switching_cost,medium,0.05,623.9930533972436,424.54023237797156,-199.452821019272,-31.963948946767722,True,False
M5,FOODS_2_276__CA_3,switching_cost,high,0.2,623.9930533972436,424.8402323779715,-199.15282101927204,-31.91587148847446,True,False
M5,FOODS_2_360__CA_3,lead_time,low,0.0,6247.506143912804,6133.0794831505655,-114.4266607622385,-1.8315573946850614,True,False
M5,FOODS_2_360__CA_3,lead_time,medium,2.0,6468.967573282491,6455.540560403002,-13.427012879488757,-0.2075603676689263,True,False
M5,FOODS_2_360__CA_3,lead_time,high,7.0,7955.319642857146,8152.920727108002,197.60108425085582,2.4838861682732785,True,True
M5,FOODS_2_360__CA_3,switching_cost,low,0.0,6468.967573282491,6463.318041586498,-5.649531695992664,-0.08733281828967296,True,False
M5,FOODS_2_360__CA_3,switching_cost,medium,0.05,6468.967573282491,6455.540560403002,-13.427012879488757,-0.2075603676689263,True,False
M5,FOODS_2_360__CA_3,switching_cost,high,0.2,6468.967573282491,6457.190560403001,-11.77701287949003,-0.18205397918719393,True,False
M5,FOODS_2_360__TX_3,lead_time,low,0.0,8314.69525610117,8148.8974089653375,-165.79784713583194,-1.994033960705566,True,False
M5,FOODS_2_360__TX_3,lead_time,medium,2.0,9021.297275337543,7950.549513724566,-1070.7477616129772,-11.869110715819016,True,False
M5,FOODS_2_360__TX_3,lead_time,high,7.0,10701.141869470674,9007.942161539966,-1693.1997079307075,-15.82260779815697,True,False
M5,FOODS_2_360__TX_3,switching_cost,low,0.0,9021.297275337543,7896.019165334439,-1125.2781100031043,-12.473573097733892,True,False
M5,FOODS_2_360__TX_3,switching_cost,medium,0.05,9021.297275337543,7950.549513724566,-1070.7477616129772,-11.869110715819016,True,False
M5,FOODS_2_360__TX_3,switching_cost,high,0.2,9021.297275337543,8082.8642096425765,-938.4330656949669,-10.402418156205304,True,False
M5,FOODS_2_360__WI_2,lead_time,low,0.0,29700.85923527925,29959.054229954407,258.1949946751556,0.8693182666192587,True,False
M5,FOODS_2_360__WI_2,lead_time,medium,2.0,47595.09287137401,31189.233720799555,-16405.85915057445,-34.469644160399845,True,False
M5,FOODS_2_360__WI_2,lead_time,high,7.0,61689.34586356027,35785.9380124489,-25903.40785111137,-41.990083520098466,True,False
M5,FOODS_2_360__WI_2,switching_cost,low,0.0,47595.09287137401,31189.083720799554,-16406.009150574453,-34.469959318940255,True,False
M5,FOODS_2_360__WI_2,switching_cost,medium,0.05,47595.09287137401,31189.233720799555,-16405.85915057445,-34.469644160399845,True,False
M5,FOODS_2_360__WI_2,switching_cost,high,0.2,47595.09287137401,31189.683720799556,-16405.40915057445,-34.468698684778616,True,False
M5,FOODS_3_007__WI_2,lead_time,low,0.0,52668.3625,52668.662500000006,0.3000000000029104,0.0005696019123490128,False,False
M5,FOODS_3_007__WI_2,lead_time,medium,2.0,52704.6125,52704.912500000006,0.3000000000029104,0.0005692101426661857,False,False
M5,FOODS_3_007__WI_2,lead_time,high,7.0,52782.8625,52783.162500000006,0.3000000000029104,0.0005683662950316694,False,False
M5,FOODS_3_007__WI_2,switching_cost,low,0.0,52704.6125,52704.6125,0.0,0.0,False,False
M5,FOODS_3_007__WI_2,switching_cost,medium,0.05,52704.6125,52704.912500000006,0.3000000000029104,0.0005692101426661857,False,False
M5,FOODS_3_007__WI_2,switching_cost,high,0.2,52704.6125,52705.81249999999,1.1999999999898137,0.0022768405706233277,False,False
M5,FOODS_3_030__TX_2,lead_time,low,0.0,571.2505511868488,1306.018794307507,734.7682431206582,128.62451363838156,True,True
M5,FOODS_3_030__TX_2,lead_time,medium,2.0,1126.925159648374,3538.7758113522946,2411.8506517039204,214.02048140059915,True,True
M5,FOODS_3_030__TX_2,lead_time,high,7.0,2099.587227957393,4093.211936873265,1993.624708915872,94.95317376527348,True,True
M5,FOODS_3_030__TX_2,switching_cost,low,0.0,1126.925159648374,3538.675811352294,2411.75065170392,214.01160769686257,True,True
M5,FOODS_3_030__TX_2,switching_cost,medium,0.05,1126.925159648374,3538.7758113522946,2411.8506517039204,214.02048140059915,True,True
M5,FOODS_3_030__TX_2,switching_cost,high,0.2,1126.925159648374,3539.0758113522943,2412.1506517039206,214.04710251180887,True,True
M5,FOODS_3_030__TX_3,lead_time,low,0.0,294.0791121092628,239.2893541893788,-54.78975791988398,-18.630958699143267,True,False
M5,FOODS_3_030__TX_3,lead_time,medium,2.0,706.0088786846441,490.0763212165007,-215.9325574681434,-30.584963445565233,True,False
M5,FOODS_3_030__TX_3,lead_time,high,7.0,1622.610499234392,1364.2061850520108,-258.4043141823811,-15.925221382722833,True,False
M5,FOODS_3_030__TX_3,switching_cost,low,0.0,706.0088786846441,492.5110346602513,-213.49784402439275,-30.24010752133285,True,False
M5,FOODS_3_030__TX_3,switching_cost,medium,0.05,706.0088786846441,490.0763212165007,-215.9325574681434,-30.584963445565233,True,False
M5,FOODS_3_030__TX_3,switching_cost,high,0.2,706.0088786846441,490.4263212165006,-215.58255746814348,-30.53538899819398,True,False
M5,FOODS_3_080__CA_1,lead_time,low,0.0,752.3704576827818,486.4843041934719,-265.88615348930983,-35.339791823858945,True,False
M5,FOODS_3_080__CA_1,lead_time,medium,2.0,1399.4057134069742,641.2440295333098,-758.1616838736644,-54.17740378005563,True,False
M5,FOODS_3_080__CA_1,lead_time,high,7.0,1334.6458954615773,991.5945481776795,-343.0513472838978,-25.70354791862272,True,False
M5,FOODS_3_080__CA_1,switching_cost,low,0.0,1399.4057134069742,640.9654581047383,-758.4402553022359,-54.1973101893194,True,False
M5,FOODS_3_080__CA_1,switching_cost,medium,0.05,1399.4057134069742,641.2440295333098,-758.1616838736644,-54.17740378005563,True,False
M5,FOODS_3_080__CA_1,switching_cost,high,0.2,1399.4057134069742,641.6940295333098,-757.7116838736644,-54.145247272783365,True,False
M5,FOODS_3_080__TX_2,lead_time,low,0.0,669.9717031301094,692.8676188903053,22.895915760195862,3.4174451925694904,True,True
M5,FOODS_3_080__TX_2,lead_time,medium,2.0,705.629938939037,709.6894930812379,4.059554142200909,0.5753092262928536,True,False
M5,FOODS_3_080__TX_2,lead_time,high,7.0,2094.6313573439706,1129.2436684494883,-965.3876888944824,-46.0886678464802,True,False
M5,FOODS_3_080__TX_2,switching_cost,low,0.0,705.629938939037,734.1523767274996,28.52243778846264,4.042124095719079,True,True
M5,FOODS_3_080__TX_2,switching_cost,medium,0.05,705.629938939037,709.6894930812379,4.059554142200909,0.5753092262928536,True,False
M5,FOODS_3_080__TX_2,switching_cost,high,0.2,705.629938939037,709.8394930812378,4.209554142200886,0.5965668277242091,True,False
M5,FOODS_3_090__CA_1,lead_time,low,0.0,2639.5766959454522,8929.51061460129,6289.933918655837,238.29328120366998,True,True
M5,FOODS_3_090__CA_1,lead_time,medium,2.0,10234.43812647641,8778.559518607603,-1455.878607868808,-14.225291021130525,True,False
M5,FOODS_3_090__CA_1,lead_time,high,7.0,10462.066864132315,8326.724857108851,-2135.3420070234642,-20.410326513436612,True,False
M5,FOODS_3_090__CA_1,switching_cost,low,0.0,10234.43812647641,8778.259518607601,-1456.1786078688092,-14.228222300760084,True,False
M5,FOODS_3_090__CA_1,switching_cost,medium,0.05,10234.43812647641,8778.559518607603,-1455.878607868808,-14.225291021130525,True,False
M5,FOODS_3_090__CA_1,switching_cost,high,0.2,10234.43812647641,8779.059518607603,-1455.378607868808,-14.22040555508128,True,False
M5,FOODS_3_090__CA_2,lead_time,low,0.0,5603.491482954614,2467.1385835893416,-3136.3528993652726,-55.97140477335987,True,False
M5,FOODS_3_090__CA_2,lead_time,medium,2.0,5246.6204018410435,3558.985109070775,-1687.6352927702687,-32.1661405536043,True,False
M5,FOODS_3_090__CA_2,lead_time,high,7.0,14519.809045196875,6543.485188141007,-7976.323857055868,-54.934082343833715,True,False
M5,FOODS_3_090__CA_2,switching_cost,low,0.0,5246.6204018410435,3558.8851090707744,-1687.735292770269,-32.168046542456956,True,False
M5,FOODS_3_090__CA_2,switching_cost,medium,0.05,5246.6204018410435,3558.985109070775,-1687.6352927702687,-32.1661405536043,True,False
M5,FOODS_3_090__CA_2,switching_cost,high,0.2,5246.6204018410435,3559.2851090707745,-1687.335292770269,-32.16042258704635,True,False
M5,FOODS_3_090__CA_3,lead_time,low,0.0,3152.394001494845,11966.412440651715,8814.01843915687,279.5976148596057,True,True
M5,FOODS_3_090__CA_3,lead_time,medium,2.0,19868.54125420392,9140.620630703885,-10727.920623500035,-53.994505616914125,True,False
M5,FOODS_3_090__CA_3,lead_time,high,7.0,15889.042384370856,12105.249169440163,-3783.7932149306926,-23.813853115859228,True,False
M5,FOODS_3_090__CA_3,switching_cost,low,0.0,19868.54125420392,9140.370630703885,-10728.170623500035,-53.99576388744743,True,False
M5,FOODS_3_090__CA_3,switching_cost,medium,0.05,19868.54125420392,9140.620630703885,-10727.920623500035,-53.994505616914125,True,False
M5,FOODS_3_090__CA_3,switching_cost,high,0.2,19868.54125420392,9141.370630703885,-10727.170623500035,-53.99073080531419,True,False
M5,FOODS_3_090__CA_4,lead_time,low,0.0,991.7712835891679,1049.956984055437,58.18570046626917,5.866846664051232,True,True
M5,FOODS_3_090__CA_4,lead_time,medium,2.0,5282.8791298826745,1710.1106321518732,-3572.7684977308013,-67.62919252726019,True,False
M5,FOODS_3_090__CA_4,lead_time,high,7.0,5570.4152959725625,1742.2437498196841,-3828.1715461528784,-68.7232700391417,True,False
M5,FOODS_3_090__CA_4,switching_cost,low,0.0,5282.8791298826745,1709.7106321518734,-3573.1684977308014,-67.63676415610433,True,False
M5,FOODS_3_090__CA_4,switching_cost,medium,0.05,5282.8791298826745,1710.1106321518732,-3572.7684977308013,-67.62919252726019,True,False
M5,FOODS_3_090__CA_4,switching_cost,high,0.2,5282.8791298826745,1708.0249918294026,-3574.854138053272,-67.66867176332056,True,False
M5,FOODS_3_090__TX_1,lead_time,low,0.0,951.2447415103542,4804.145118337585,3852.9003768272305,405.0377582860248,True,True
M5,FOODS_3_090__TX_1,lead_time,medium,2.0,4062.4765847688936,4311.672246315158,249.19566154626455,6.13408240875906,True,True
M5,FOODS_3_090__TX_1,lead_time,high,7.0,5929.632370380258,2752.1591754090423,-3177.473194971216,-53.58634391641804,True,False
M5,FOODS_3_090__TX_1,switching_cost,low,0.0,4062.4765847688936,4311.322246315158,248.84566154626418,6.125466974486463,True,True
M5,FOODS_3_090__TX_1,switching_cost,medium,0.05,4062.4765847688936,4311.672246315158,249.19566154626455,6.13408240875906,True,True
M5,FOODS_3_090__TX_1,switching_cost,high,0.2,4062.4765847688936,4312.722246315158,250.24566154626473,6.159928711576826,True,True
M5,FOODS_3_090__TX_2,lead_time,low,0.0,3667.1411005968243,3068.187333651067,-598.9537669457573,-16.332989391880176,True,False
M5,FOODS_3_090__TX_2,lead_time,medium,2.0,7786.1968259739,5953.939011077104,-1832.257814896796,-23.53212814739777,True,False
M5,FOODS_3_090__TX_2,lead_time,high,7.0,9357.854293267594,6267.9168031309,-3089.9374901366937,-33.019722185241925,True,False
M5,FOODS_3_090__TX_2,switching_cost,low,0.0,7786.1968259739,5953.8890110771035,-1832.3078148967961,-23.532770309432944,True,False
M5,FOODS_3_090__TX_2,switching_cost,medium,0.05,7786.1968259739,5953.939011077104,-1832.257814896796,-23.53212814739777,True,False
M5,FOODS_3_090__TX_2,switching_cost,high,0.2,7786.1968259739,5954.089011077103,-1832.1078148967963,-23.530201661292267,True,False
M5,FOODS_3_090__TX_3,lead_time,low,0.0,5144.2816682128405,3272.8496456990642,-1871.4320225137762,-36.37887936964239,True,False
M5,FOODS_3_090__TX_3,lead_time,medium,2.0,6956.713573397904,3336.0375984050675,-3620.6759749928365,-52.045781916882504,True,False
M5,FOODS_3_090__TX_3,lead_time,high,7.0,10800.597821432075,8417.785417653658,-2382.8124037784164,-22.061856604364092,True,False
M5,FOODS_3_090__TX_3,switching_cost,low,0.0,6956.713573397904,3335.7875984050675,-3620.9259749928365,-52.04937556778335,True,False
M5,FOODS_3_090__TX_3,switching_cost,medium,0.05,6956.713573397904,3336.0375984050675,-3620.6759749928365,-52.045781916882504,True,False
M5,FOODS_3_090__TX_3,switching_cost,high,0.2,6956.713573397904,3338.273312690782,-3618.440260707122,-52.01364441025489,True,False
M5,FOODS_3_090__WI_3,lead_time,low,0.0,9230.645775111741,7978.241560692701,-1252.4042144190407,-13.567893784808135,True,False
M5,FOODS_3_090__WI_3,lead_time,medium,2.0,14385.192689916805,6893.856402977026,-7491.336286939779,-52.07671838967284,True,False
M5,FOODS_3_090__WI_3,lead_time,high,7.0,15038.997291065942,11409.453569802135,-3629.543721263806,-24.134213545074385,True,False
M5,FOODS_3_090__WI_3,switching_cost,low,0.0,14385.192689916805,6893.7564029770265,-7491.436286939778,-52.077413548939425,True,False
M5,FOODS_3_090__WI_3,switching_cost,medium,0.05,14385.192689916805,6893.856402977026,-7491.336286939779,-52.07671838967284,True,False
M5,FOODS_3_090__WI_3,switching_cost,high,0.2,14385.192689916805,6894.156402977026,-7491.036286939779,-52.07463291187309,True,False
M5,FOODS_3_099__TX_2,lead_time,low,0.0,362.2993265669632,252.75153329407573,-109.54779327288747,-30.23681945835467,True,False
M5,FOODS_3_099__TX_2,lead_time,medium,2.0,718.664954430931,451.9483473275379,-266.7166071033931,-37.11278885368641,True,False
M5,FOODS_3_099__TX_2,lead_time,high,7.0,1861.1224472463766,1233.755730626149,-627.3667166202276,-33.709051091638166,True,False
M5,FOODS_3_099__TX_2,switching_cost,low,0.0,718.664954430931,451.0879830614053,-267.57697136952567,-37.23250587353384,True,False
M5,FOODS_3_099__TX_2,switching_cost,medium,0.05,718.664954430931,451.9483473275379,-266.7166071033931,-37.11278885368641,True,False
M5,FOODS_3_099__TX_2,switching_cost,high,0.2,718.664954430931,452.0327536172506,-266.63220081368036,-37.101043980196714,True,False
M5,FOODS_3_120__CA_1,lead_time,low,0.0,13244.249809292687,14798.360151209814,1554.1103419171268,11.734227036601967,True,True
M5,FOODS_3_120__CA_1,lead_time,medium,2.0,14465.966325063586,17367.512157571367,2901.5458325077816,20.05773943687808,True,True
M5,FOODS_3_120__CA_1,lead_time,high,7.0,18546.60251116071,21012.624273187375,2466.0217620266667,13.29635312204863,True,True
M5,FOODS_3_120__CA_1,switching_cost,low,0.0,14465.966325063586,17366.562157571367,2900.595832507781,20.051172298681756,True,True
M5,FOODS_3_120__CA_1,switching_cost,medium,0.05,14465.966325063586,17367.512157571367,2901.5458325077816,20.05773943687808,True,True
M5,FOODS_3_120__CA_1,switching_cost,high,0.2,14465.966325063586,17370.36215757137,2904.395832507784,20.077440851467056,True,True
M5,FOODS_3_120__CA_3,lead_time,low,0.0,34613.83041942868,35238.531034902226,624.7006154735427,1.8047716993577785,True,True
M5,FOODS_3_120__CA_3,lead_time,medium,2.0,35818.31160714286,39081.345742416954,3263.0341352740943,9.10996076828865,True,True
M5,FOODS_3_120__CA_3,lead_time,high,7.0,41042.16875,42150.53237484739,1108.3636248473922,2.7005483837824538,True,True
M5,FOODS_3_120__CA_3,switching_cost,low,0.0,35818.31160714286,39080.495742416955,3262.1841352740958,9.107587680440954,True,True
M5,FOODS_3_120__CA_3,switching_cost,medium,0.05,35818.31160714286,39081.345742416954,3263.0341352740943,9.10996076828865,True,True
M5,FOODS_3_120__CA_3,switching_cost,high,0.2,35818.31160714286,39083.89574241695,3265.58413527409,9.117080031831733,True,True
M5,FOODS_3_120__WI_3,lead_time,low,0.0,21043.83012784765,20190.155357142867,-853.6747707047834,-4.056651120629897,True,False
M5,FOODS_3_120__WI_3,lead_time,medium,2.0,21292.787500000006,22319.951199657076,1027.1636996570705,4.823998265408276,True,True
M5,FOODS_3_120__WI_3,lead_time,high,7.0,22859.126785714292,25526.273724705272,2667.14693899098,11.667755133401688,True,True
M5,FOODS_3_120__WI_3,switching_cost,low,0.0,21292.787500000006,22319.151199657077,1026.3636996570713,4.820241124639369,True,True
M5,FOODS_3_120__WI_3,switching_cost,medium,0.05,21292.787500000006,22319.951199657076,1027.1636996570705,4.823998265408276,True,True
M5,FOODS_3_120__WI_3,switching_cost,high,0.2,21292.787500000006,22321.951199657084,1029.1636996570778,4.833391117330587,True,True
M5,FOODS_3_202__CA_3,lead_time,low,0.0,3125.6224605412954,2969.7069341803267,-155.91552636096867,-4.988303236532515,True,False
M5,FOODS_3_202__CA_3,lead_time,medium,2.0,8481.3111328125,5314.030463414623,-3167.2806693978764,-37.34423392562855,True,False
M5,FOODS_3_202__CA_3,lead_time,high,7.0,11901.105733292045,11185.924335312804,-715.1813979792405,-6.00936933094039,True,False
M5,FOODS_3_202__CA_3,switching_cost,low,0.0,8481.3111328125,5543.911255185367,-2937.399877627133,-34.633794605917934,True,False
M5,FOODS_3_202__CA_3,switching_cost,medium,0.05,8481.3111328125,5314.030463414623,-3167.2806693978764,-37.34423392562855,True,False
M5,FOODS_3_202__CA_3,switching_cost,high,0.2,8481.3111328125,5314.180463414625,-3167.130669397875,-37.342465331154735,True,False
M5,FOODS_3_202__TX_1,lead_time,low,0.0,1897.5280032747744,1797.795443547183,-99.73255972759148,-5.255920310818704,True,False
M5,FOODS_3_202__TX_1,lead_time,medium,2.0,7776.488717964111,3525.240374341601,-4251.24834362251,-54.667967739757614,True,False
M5,FOODS_3_202__TX_1,lead_time,high,7.0,12679.981352887831,4126.043211628151,-8553.938141259681,-67.46017918481832,True,False
M5,FOODS_3_202__TX_1,switching_cost,low,0.0,7776.488717964111,3525.140374341601,-4251.348343622511,-54.66925366716813,True,False
M5,FOODS_3_202__TX_1,switching_cost,medium,0.05,7776.488717964111,3525.240374341601,-4251.24834362251,-54.667967739757614,True,False
M5,FOODS_3_202__TX_1,switching_cost,high,0.2,7776.488717964111,3525.5403743416014,-4250.948343622509,-54.66410995752605,True,False
M5,FOODS_3_202__TX_2,lead_time,low,0.0,908.7403921707424,959.6197754706398,50.87938329989731,5.598890919590336,True,True
M5,FOODS_3_202__TX_2,lead_time,medium,2.0,4102.438134765625,4035.63601769728,-66.80211706834552,-1.6283516015083543,True,False
M5,FOODS_3_202__TX_2,lead_time,high,7.0,4529.549296501031,4058.4035408623054,-471.1457556387254,-10.401603444357573,True,False
M5,FOODS_3_202__TX_2,switching_cost,low,0.0,4102.438134765625,4035.53601769728,-66.90211706834543,-1.6307891763532367,True,False
M5,FOODS_3_202__TX_2,switching_cost,medium,0.05,4102.438134765625,4035.63601769728,-66.80211706834552,-1.6283516015083543,True,False
M5,FOODS_3_202__TX_2,switching_cost,high,0.2,4102.438134765625,4035.9360176972796,-66.5021170683458,-1.6210388769737072,True,False
M5,FOODS_3_202__TX_3,lead_time,low,0.0,951.3694296360247,737.0226827803651,-214.3467468556596,-22.530337866507278,True,False
M5,FOODS_3_202__TX_3,lead_time,medium,2.0,2898.9410698093347,1357.4956812292653,-1541.4453885800694,-53.1727051864994,True,False
M5,FOODS_3_202__TX_3,lead_time,high,7.0,4375.87633644331,1912.716994211634,-2463.1593422316755,-56.289509868410015,True,False
M5,FOODS_3_202__TX_3,switching_cost,low,0.0,2898.9410698093347,1357.3956812292654,-1541.5453885800694,-53.17615472195362,True,False
M5,FOODS_3_202__TX_3,switching_cost,medium,0.05,2898.9410698093347,1357.4956812292653,-1541.4453885800694,-53.1727051864994,True,False
M5,FOODS_3_202__TX_3,switching_cost,high,0.2,2898.9410698093347,1357.795681229265,-1541.1453885800697,-53.16235658013675,True,False
M5,FOODS_3_226__WI_1,lead_time,low,0.0,884.6929205073124,763.5189973805516,-121.17392312676077,-13.696721237158268,True,False
M5,FOODS_3_226__WI_1,lead_time,medium,2.0,3805.5115890610923,1373.1462911611775,-2432.365297899915,-63.91690685929656,True,False
M5,FOODS_3_226__WI_1,lead_time,high,7.0,10586.665365663175,2564.7019226905786,-8021.963442972597,-75.77422319393469,True,False
M5,FOODS_3_226__WI_1,switching_cost,low,0.0,3805.5115890610923,1372.9962911611776,-2432.515297899915,-63.92084851067482,True,False
M5,FOODS_3_226__WI_1,switching_cost,medium,0.05,3805.5115890610923,1373.1462911611775,-2432.365297899915,-63.91690685929656,True,False
M5,FOODS_3_226__WI_1,switching_cost,high,0.2,3805.5115890610923,1373.5962911611778,-2431.9152978999145,-63.90508190516177,True,False
M5,FOODS_3_226__WI_2,lead_time,low,0.0,1255.0095890649873,1217.7955858478863,-37.21400321710098,-2.965236564035046,True,False
M5,FOODS_3_226__WI_2,lead_time,medium,2.0,2724.0402910680045,1922.5885783585554,-801.4517127094491,-29.421433865621232,True,False
M5,FOODS_3_226__WI_2,lead_time,high,7.0,10567.83142973542,4746.250587145837,-5821.580842589584,-55.08775268887246,True,False
M5,FOODS_3_226__WI_2,switching_cost,low,0.0,2724.0402910680045,1922.6064775946181,-801.4338134733864,-29.420776781505356,True,False
M5,FOODS_3_226__WI_2,switching_cost,medium,0.05,2724.0402910680045,1922.5885783585554,-801.4517127094491,-29.421433865621232,True,False
M5,FOODS_3_226__WI_2,switching_cost,high,0.2,2724.0402910680045,2040.929213881535,-683.1110771864696,-25.077128243159898,True,False
M5,FOODS_3_226__WI_3,lead_time,low,0.0,426.7414782849828,556.6612289938876,129.91975070890476,30.444603423842214,True,True
M5,FOODS_3_226__WI_3,lead_time,medium,2.0,1405.1775821586284,734.3807181309529,-670.7968640276755,-47.737515353554095,True,False
M5,FOODS_3_226__WI_3,lead_time,high,7.0,2696.0174968175816,2439.4528785690413,-256.5646182485402,-9.516430013951794,True,False
M5,FOODS_3_226__WI_3,switching_cost,low,0.0,1405.1775821586284,731.579122681156,-673.5984594774724,-47.93689196512038,True,False
M5,FOODS_3_226__WI_3,switching_cost,medium,0.05,1405.1775821586284,734.3807181309529,-670.7968640276755,-47.737515353554095,True,False
M5,FOODS_3_226__WI_3,switching_cost,high,0.2,1405.1775821586284,719.555167160877,-685.6224149977514,-48.79258135790218,True,False
M5,FOODS_3_234__CA_3,lead_time,low,0.0,5285.3603914035675,3441.6077704363847,-1843.7526209671828,-34.884141939799875,True,False
M5,FOODS_3_234__CA_3,lead_time,medium,2.0,7062.994196428575,4509.943794176301,-2553.0504022522746,-36.14685686055402,True,False
M5,FOODS_3_234__CA_3,lead_time,high,7.0,10791.363392857143,7779.375948660718,-3011.9874441964257,-27.911092737272426,True,False
M5,FOODS_3_234__CA_3,switching_cost,low,0.0,7062.994196428575,4509.693794176301,-2553.3004022522746,-36.15039643588209,True,False
M5,FOODS_3_234__CA_3,switching_cost,medium,0.05,7062.994196428575,4509.943794176301,-2553.0504022522746,-36.14685686055402,True,False
M5,FOODS_3_234__CA_3,switching_cost,high,0.2,7062.994196428575,4510.0937941763,-2552.900402252275,-36.14473311535718,True,False
M5,FOODS_3_234__WI_2,lead_time,low,0.0,5342.810113302019,5348.230754398932,5.420641096912732,0.1014567424624906,True,False
M5,FOODS_3_234__WI_2,lead_time,medium,2.0,5371.9216134950475,5380.459065382572,8.537451887524185,0.15892733553812224,True,False
M5,FOODS_3_234__WI_2,lead_time,high,7.0,5413.6125,5374.0625,-39.55000000000018,-0.7305657728550055,True,False
M5,FOODS_3_234__WI_2,switching_cost,low,0.0,5371.9216134950475,5380.209065382572,8.287451887524185,0.15427350739267864,True,False
M5,FOODS_3_234__WI_2,switching_cost,medium,0.05,5371.9216134950475,5380.459065382572,8.537451887524185,0.15892733553812224,True,False
M5,FOODS_3_234__WI_2,switching_cost,high,0.2,5371.9216134950475,5372.4625,0.540886504952141,0.010068771360947552,True,False
M5,FOODS_3_234__WI_3,lead_time,low,0.0,7114.139232350112,8718.637053571434,1604.4978212213218,22.553646601758818,True,True
M5,FOODS_3_234__WI_3,lead_time,medium,2.0,9742.771119929062,7934.290970524789,-1808.480149404273,-18.562276862944934,True,False
M5,FOODS_3_234__WI_3,lead_time,high,7.0,17471.45508961759,12360.261377430894,-5111.193712186696,-29.254539395656987,True,False
M5,FOODS_3_234__WI_3,switching_cost,low,0.0,9742.771119929062,7934.090970524789,-1808.6801494042738,-18.564329666993583,True,False
M5,FOODS_3_234__WI_3,switching_cost,medium,0.05,9742.771119929062,7934.290970524789,-1808.480149404273,-18.562276862944934,True,False
M5,FOODS_3_234__WI_3,switching_cost,high,0.2,9742.771119929062,7934.090970524789,-1808.6801494042738,-18.564329666993583,True,False
M5,FOODS_3_252__CA_1,lead_time,low,0.0,2505.0537925109265,2011.8684380602092,-493.18535445071734,-19.687615328865885,True,False
M5,FOODS_3_252__CA_1,lead_time,medium,2.0,3573.4692144708515,3719.1300488617358,145.66083439088425,4.076174318251494,True,True
M5,FOODS_3_252__CA_1,lead_time,high,7.0,12563.836700973601,11517.343164062508,-1046.4935369110935,-8.329410528154973,True,False
